sentence_1	sentence_2	score
The stock had risen 44 cents in the past four trading sessions.	Shares of Pleasantonbased PeopleSoft rose 4 cents to 1696 in Monday trading on the Nasdaq Stock Market	1
Georgia cannot afford to not get funding, said county health director Dr. Melinda Rowe.	Georgia cannot afford to not get funding said Dr Melinda Rowe Chatham Countys health director	1
The federal and local governments remained largely shut down in the aftermath of Hurricane Isabel, as were schools, and much of the region's transportation network was slowed.	The Bank of England starts a two-day policy meeting on Wednesday and is expected to leave British interest rates steady at 3.75 percent on Thursday.	0
FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations, U.S. officials said on Thursday.	Symbols former chief accounting officer Robert Korkuc is expected to plead guilty in a federal court in Long Island later Thursday according to reports	0
With 2.3 million members nationwide, the Episcopal Church is the U.S. branch of the 77 million-member global Anglican Communion.	The national denomination of the Episcopal Church with 23 million members is the US branch of the 77 millionmember Anglican Communion	1
Production for the second quarter was cut to 46 million barrels from 48 million barrels.	The Organization of Petroleum Exporting Countries decided yesterday to lower its output ceiling by 900000 barrels a day to 245 million barrels starting in November	0
The $22 million deal, announced Thursday, is also the largest land conservation transaction in Hawaii history.	Through Thursday Oracle said 3475 million PeopleSoft shares had been tendered	0
Ernst & Young has denied any wrongdoing and plans to fight the allegations.	Mr Blair and the Foreign Secretary Jack Straw have denied Ms Shorts claims that Britain has reneged on plans to involve the UN in the reconstruction of Iraq	0
Shares of USA Interactive rose $2.28, or 7 percent, to $34.96 on Friday in Nasdaq Stock Market composite trading and have gained 53 percent this year.	MONY shares rose 876 per cent to 3190 in afterhours trading in New York	1
Mrs Clinton writes her husband's eyes filled with tears when she told him he would have to confess to Chelsea as well.	Donations stemming from the Sept. 11 attacks helped push up contributions to human service organizations by 15 percent and to large branches of the United Way by 28.6 percent.	0
The Seattle band's groundbreaking grunge anthem is No. 1 on VH1's list of the 100 Greatest Songs of the Past 25 Years.	Gary Nicklaus, the 34-year-old son of the Golden Bear who is playing on a sponsor's exemption, birdied five of his first nine holes before shooting 69.	0
The dollar rose 0.6 percent to 109.54 yen<JPY=> and climbed more than 1 percent to 1.3315 Swiss francs<CHF=>.	In Europe Frances CAC40 rose 06 percent Britains FTSE 100 slipped 002 percent and Germanys DAX index advanced 08 percent	1
The dollar rose 0.15 percent against the Japanese currency to 115.97 yen.	Against the yen the dollar was down 07 percent at 11073 yen	0
It's safe to assume that the Senate is prepared to pass some form of cap, King said.	There is no need for one deadline for all to create the ASEAN Economic Community Thaksin said	0
In Nigeria alone, the report estimated that between 100,000 and 1 million girls and women are suffering from the condition.	There are 100000 US troops in Asia most of them in South Korea and Japan	0
Atlantic Coast will continue its operations as a Delta Connections carrier.	The only commercial carrier flying to Baghdad Royal Jordanian also suspended its flights for three days	0
The Dow Jones Industrial Average held on to small gains, up 19.96 to 9,092.91, while the S&P 500 index shed 0.39 to 981.25.	The Standard  Poors 500 index declined 611 or 06 per cent to 100327 having shed 1967 in the previous session	0
July Brent rose 31 cents to $28.39 per barrel on London's International Petroleum Exchange.	Brent crude for July delivery fell 38 cents to 2745 a barrel on Londons International Petroleum Exchange	1
A former Utah Power meter reader pleaded guilty Wednesday to bombing a power substation during the 2002 Winter Olympics.	He attends football training for three hours a day to accelerate the healing process, and has lost 17 kilograms since October.	0
After all, China isn’t racing anyone…so there’s no great rush,” Clark said.	Hunt's attorneys filed a motion late Monday in Forsyth Superior Court to have Hunt's murder conviction thrown out.	0
It has been named Colymbosathon ecplecticos, which means astounding swimmer with a large penis.	He and colleagues named it Colymbosathon ecplecticos which means swimmer with a large penis	1
WHO spokeswoman Maria Cheng agreed, saying: It looks very much like an isolated event.	It looks very much like an isolated event World Health Organization spokeswoman Maria Cheng said	1
Based on experience elsewhere, it could take up to two years before regular elections are held, he added.	But MTA officials appropriated the money to the 2003 and 2004 budgets without notifying riders or even the MTA board members considering the 50-cent hike, Hevesi found.	0
Dennehy, 21, hasn't been heard from in more than two weeks, and police suspect he was killed in the Waco area.	Bo Hitchcock, Levin's attorney, declined to comment Friday.	0
Business groups and border cities have raised concerns that US-VISIT will mean longer lines that will damage cross-border commerce.	A second victim, Michael Walker, 23, was struck in the torso, the bullet perforating his lung.	0
This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne.	Xerox itself previously paid a $10-million penalty to settle the SEC accusations.	0
There is no indication, so far, that Gehring used his card at any motel or overnight lodging, he said.	From 1993 to 2002, there were 142 reported sexual assaults at the academy.	0
In Palestine, a rural neighborhood 225 miles west of Washington, residents had effusive praise for Lynch.	In Chatsworth 32 miles northwest of Los Angeles residents of multimilliondollar homes there were told to gather their belongings	0
We stand behind this program, said Dr. William Winkenwerder, assistant secretary of defense for health affairs.	Dr William Winkenwerder assistant secretary of Defense for health affairs said the vaccine poses little danger	1
Others rushed up the aisle to vocally protest the remarks, and one student tossed his cap and gown to the stage before leaving.	Slow-moving, drenching Tropical Storm Henri doused an already soaked Florida on Friday, pushing heavy rains into areas where lakes and rivers were full to overflowing.	0
On Wednesday, the Marines shot an attacker near the town of Al-Kut as he tried to run over two Marines at a checkpoint.	On Wednesday a man was shot near Kut as he tried to run over two marines at a checkpoint	1
Kerkowski and Fassett's bodies were unearthed at Selenski's Mount Olivet Road home on June 5.	The council comprises 13 Shiites five Sunni Arabs five Kurds an Assyrian Christian and a Turkmen	0
He is charged in three bombings in Atlanta - including a blast at the 1996 Olympics - along with the bombing in Alabama.	He is charged in three bombings in Atlanta  including a blast at the 1996 Olympics  along with the bombing in Alabama	1
It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989.	The parade which moved west along Eastern Parkway in Crown Heights past hundreds of thousands of spectators went through the district that Davis represented	1
Upscale department store chain Nordstrom Inc. (nyse: JWN - news - people) jumped $1.49, or 9.4 percent, to $17.35.	Upscale department store chain Nordstrom Inc JWNN jumped 149 or 94 percent to 1735	1
Pork processing giant Smithfield Foods Inc. said Monday that it won the bidding in an auction for bankrupt Farmland Industries Inc.'s pork business.	Media giant Vivendi Universal EAUGPA VN set to work sifting through bids for its US entertainment empire on Monday in a multibilliondollar auction of some of Hollywoods bestknown assets	0
This individual's lawyers are trying to obtain from the court a free pass to download or upload music online illegally.	Her lawyers are trying to obtain a free pass to download or upload music online illegally	1
Shares of MONY were gaining $2.57, or 9%, to $31.90 in after-hours trading on Instinet.	MONY shares rose 876 per cent to 3190 in afterhours trading in New York	0
He said: I fear on this occasion what happened was those bits of the alphabet which supported the case were selected.	No team has overcome a 3-1 deficit in the NBA Finals, and the New Jersey Nets don't want to try their luck at it.	0
The death of al-Ghozi signals that terrorists will never get far in the Philippines, Arroyo said in a statement on Monday.	Mr. Bankhead said the crime scenes indicated that the killer was very methodical.	0
Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said investigators are considering the scenario.	The best the investigators can do is nitpick about the process and substance of isolated business decisions  and question his competence as a manager	0
The technology-laced Nasdaq Composite Index rose 4.64 points, or 0.27 percent, to 1,735.34, according to the latest available data.	The technologylaced Nasdaq Composite Index IXIC was off 553 points or 033 percent at 166291	0
Ryan Harvey, an outfielder from Dunedin High School in Florida, was selected with the sixth pick by the Chicago Cubs.	Ryan Harvey a high school outfielder from Florida was chosen sixth by the Cubs	1
He has declined to comment on the charges, but court documents show that a lingering medical condition could contribute to his defense.	He has declined to comment on the charges but court documents indicate a lingering medical problem could be part of his defense	1
A similar Florida straw poll in 1991 brought attention to Bill Clinton, according to Democrats.	Durst's attorneys contend their client accidentally shot Black in the face as they struggled for a gun after Black illegally entered his apartment.	0
H-P came in second with nearly $3.32 billion in sales and 26 percent of the market's revenue.	Operating revenues were down about 1 percent to 455 billion from 459 billion	1
It is also the first time in history that five films grossed more than $20 million each in one weekend.	Although Republicans now hold every statewide office, the state's congressional delegation comprises 17 Democrats and 15 Republicans.	0
The dollar was last at $1.1149 to the euro, close to its strongest level since April 30.	The euro was at 15276 versus the Swiss franc  up 02 percent on the session after hitting its highest since mid2001 around 15292 earlier in the session	0
They were remanded in custody and will appear in court again on July 8.	The four were remanded in custody and will appear before the magistrates court again on July 8	1
Staff writers Frank Trejo and Robert Ingrassia contributed to this report.	Staff writers Brandon Formby and Colleen McCain Nelson contributed to this report	1
That I pulled up their shirt and grabbed their breasts and stuff like that: this is not me.	We think PeopleSoft customers deserve the right to choose, Ellison said.	0
In the interview, Janet Racicot said she heard the thud from the kitchen, where she was getting a glass of water early Saturday morning.	A second bomb, evidently carried by the other woman, did not explode; the authorities found explosives and detonated them afterward.	0
Joan B. Kroc, the billionaire widow of McDonald's Corp. founder Ray Kroc, died Sunday after a brief bout with brain cancer.	Istomin later married Casals widow Marta after Casals death in 1973	0
Dittemore announced his plans to resign on April 23.	He will replace Ron Dittemore who announced his resignation April 23	1
He said sales of grocery and other consumer packaged products are the strongest, but discretionary items are still weak.	The transaction will expand Callebauts sales revenues from its consumer products business by around 45 percent to some onethird of total sales	0
He added International Business Machines Corp.'s (IBM) endorsement of Linux has added credibility and an illusion of support and accountability.	The company is also adding Net and J2EE support to its Enterprise Application Environment development toolset Sapp said	1
The Denver-based natural gas producer and marketer said the inaccurate reporting was discovered after it received a subpoena from the U.S. Commodity Futures Trading Commission.	The natural gas producer and marketer said the inaccurate reporting was discovered in response to a subpoena from the US Commodity Futures Trading Commission or CFTC	1
Treatment guidelines, many written by medical specialty organizations, outline recommended approaches to many common ailments, ranging from painkillers and exercise for arthritis to surgery for breast cancer.	Treatment guidelines many written by medicalspecialty organizations recommend approaches to many ailments such as painkillers and exercise for arthritis	1
In Virginia, Mr. Kilgore, a Republican, accused the court of undermining Virginia's right to pass legislation that reflects the views and values of our citizens.	The Virginia attorneygeneral Jerry Kilgore accused the Supreme Court of undermining Virginias right to pass legislation that reflects the views and values of our citizens	1
Nelson, 27, is being retried on civil rights charges stemming from the disturbance that led to Rosenbaum's death.	Nelson27 is being retried on civilrights charges stemming from the disturbance which led to Rosenbaums death	1
Democratic presidential candidate Joe Lieberman accused President Bush on Wednesday of presiding over a new economy with old thinking, and for failing to reward innovation in the workplace.	Democratic presidential candidate Joe Lieberman criticized President Bush on Wednesday for a sluggish economy that has kept Americans out of work	1
Between 50 and 100 persons die annually from these allergies, and thousands more suffer severe reactions such as constricted breathing and dramatic swelling.	Between 50 and 100 people die a year due to these allergies and thousands more suffer severe reactions such as constricted breathing and dramatic swelling	1
Three no votes would kill it for now.	It would take three votes to kill the ACCs expansion	1
Both are in the cocoa-growing west of the world's top producer in a region where fighting is complicated by the presence of Liberians on both sides.	The bus blast in Helmand happened early in the morning in Nadi Ali district west of the provincial capital Lashkargah	0
Clinton’s national security adviser, Sandy Berger, said in an interview that the White House was not informed of the FBI activities.	Smashed cars and buses, ruined buildings, scattered debris and spot fires added to the realism.	0
He is charged in three bombings in Atlanta including a blast at the 1996 Olympics and one in Alabama.	He is charged in three bombings in Atlanta  including a blast at the 1996 Olympics  along with the bombing in Alabama	1
The poll, conducted by KRC Communications Research of Newton, was taken Wednesday and Thursday.	The poll of 405 registered Massachusetts voters was conducted Wednesday through Friday by RKM Research and Communications	0
His advice to the House Republicans is to pass it, to send it to him, so he can sign it.	But Mr Kenny said his advice to David Hicks should they be allowed to meet might be that he accept a deal	0
Shares in Berkeley-based Xoma lost 77 cents, or 14 percent, to close at $4.72 each in trading on the Nasdaq Stock Market.	Shares of Berkeley Californiabased Xoma dropped 89 cents or 16 percent to 460 in Instinet trading	0
Schneiderman said the price would reflect the agency's legitimate financial status as well as riders' concerns about having to pay 33 percent more at the turnstile in a recession.	Subway and bus fares rose 33 percent from 150 to 2 on May 4 while tickets on suburban trains rose an average 25 percent May 1	0
A federal appeals court ruled Tuesday that the government was free to withhold the names of more than 700 people detained in the aftermath of Sept. 11, 2001.	A federal appeals court ruled Tuesday that the US government can withhold the names of people detained as part of the September 11 investigation reversing a lower court decision	1
Yesterday, two Japanese diplomats were killed in an apparent ambush near Tikrit, 175 kilometres north of the capital.	Two Japanese diplomats were also killed in an ambush near Tikrit according to the Japanese Foreign Ministry	1
Marisa Baldeo stated, however, the authority's official uniform policy says they are not supposed to wear anything on their heads but a NYC transit depot logo cap.	There are no plans to build permanent US bases in Africa Defense Department officials say	0
But success requires more than American assistance, Bush said in the first speech to a joint session of Philippine Congress by a U.S. president since Dwight Eisenhower in 1960.	President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960	1
The discoveries came a day after a package bomb burst into flames in the Bologna, Italy home of EU Commission President Romano Prodi, who was not injured.	The discoveries came after a package bomb went off in the Bologna Italy home of EU Commission President Romano Prodi on Sunday	1
Police say CIBA was involved in the importation of qat, a narcotic substance legal in Britain but banned in the United States.	Mr McKinlay said that CIBA was involved in the importation of qat a narcotic substance legal in Britain but banned in the US	1
Intel said midway through its quarter, which ended in June, that business was exactly as expected.	Desktop PC shipments also exceeded IDCs expectations in the second quarter Kay said	0
Before addressing the economy, Bush discussed the terrorist attacks in Saudi Arabia, which killed as many as 29 people, including seven Americans.	Texas lawmakers must close a $185.9 million budget gap by the middle of July or the schools wont open in September, Comptroller Carole Keeton Strayhorn said Thursday.	0
When Brooks was killed in an automobile accident Monday in Minnesota, Taylor lost a good friend.	Only 66 years old Brooks was killed on Monday Aug 11 2003 in an automobile accident in his native Minnesota	1
Federal regulators have turned from sour to sweet on a proposed $2.8 billion merger of ice cream giants Nestle Holdings Inc. and Dreyer's Grand Ice Cream Inc.	It is in the hands of Mr Newton as a US space agency (Nasa) astronaut once put it.	0
Our objective is to improve the nation's capacity to save lives in ... a terrorist event, including use of weapons of mass destruction, Ridge said.	CIA Director George Tenet said the two men were defined by dedication and courage.	0
Malvo's attorneys mounted an insanity defense, arguing that Muhammad's indoctrination left him unable to tell right from wrong.	Malvos lawyers have presented an insanity defense saying brainwashing by convicted sniper John Allen Muhammad left Malvo incapable of knowing right from wrong	1
But the judge, Louis York, said the authority can hold another set of public hearings on raising commuting costs afterward.	When his grandmother, then-Princess Elizabeth, turned 21 in 1947, the day was declared a public holiday, and she attended a reception and a ball.	0
Galveston County District Attorney Kurt Sistrunk told Criss Wednesday his office only this week received the recordings.	Galveston County District Attorney Kurt Sistrunk said his office received the recordings this week	1
The other six security agencies will report to a National Security Council headed by Arafat.	Overall control will be wielded by a national security council headed by Mr Arafat	0
The deal is subject to N2H2 approval and is expected to be completed by year's end.	The deal is subject to N2H2 approval and is expected to be complete during the final calendar quarter of 2003	1
Of personal vehicles, 57 percent are cars or station wagons, 21 percent vans or SUVs, 19 percent light trucks.	The Ireland Palestine Solidarity Campaign, of which he was a member, said he was researching a schools exchange project.	0
Billy Hodge, 11, is engrossed with the Harry Potter series books.	Stanford 4615 takes on South Carolina today at 11 am in the first game of the College World Series	0
It ends tonight, a grim Keanu Reeves announces, in the trailer for The Matrix Revolutions.	The news will be announced Monday morning in Dallas at Tech Ed 2003 during a keynote by Paul Flessner senior vice president of Microsofts Server Platform Division	0
He said that with the U.S.-backed peace plan, or road map, “in a coma,” the attack could easily widen conflict through the region.	Cross-dressing teens from Harvey Milk High School offered sex for money in Greenwich Village and then robbed the would-be johns by pretending to be cops, sources said last night.	0
The matriarch - who celebrates her 81st birthday next month - was yesterday thanked for her generosity by model and actor Sarah O'Hare, the National Breast Cancer Foundation patron.	BOB HOPE master of the oneliner and Americas favourite comedian died with a smile on his face yesterday just months after celebrating his 100th birthday	0
Leading Democratic candidates are former state and national Democratic Chairman Joe Andrew and State Sen. Vi Simpson, Ellettsville.	But he is the only candidate who has won national labor endorsements so far picking up his 11th on Tuesday	0
At least 2 female patients sharing a room and 10 nurses have fevers or other symptoms, and about 100 people who have had contact with them have been quarantined.	Singapore reported no suspected SARS cases Wednesday but officials quarantined 70 people who had contact with the Taiwanese patient	0
We're delighted the testing has worked -- we caught this ... and haven't sent it into the blood supply, said Dr. Dale Towns, Calgary medical director of CBS.	We caught this  and havent sent it into the blood supply said Dr Dale Towns CBS Calgary medical director	1
The anguish will begin to end and the healing will commence,'' delegation leader Bob Weatherall told Reuters by telephone.	Their ancestors are coming home at last  the healing can finally begin delegation leader Bob Weatherall told Reuters by telephone after the ceremony	1
Ursel Reisen confirmed it had been operating the coach, but declined to give details of the passengers other than to say they were of mixed ages.	Some of the passengers were from Benin Guinea and Sierra Leone	0
Wyeth estimates that 1.2 million women continue to take Prempro pills, down from about 3.4 million before the study was halted last summer.	Wyeth estimates that 12 million women are still taking Prempro pills down from about 34 million before the WHI study was halted last year	1
Microsoft said Tuesday it intends to acquire the intellectual property and technology assets of Romanian antivirus firm GeCAD Software Srl.	In a statement the Redmond Wash company said that it was acquiring the intellectual property and technology assets of GeCAD	1
The dead woman was also wearing a ring and a Cartier watch.	The Los Angeles Master Chorale and the Los Angeles Philharmonic Brass Ensemble also performed	0
Among the most recent additions to the list, which to date includes more than 360 groups and individuals, is Zelimkhan Yandarbiev, the former president of Chechnya.	ASEAN comprises Brunei Cambodia Indonesia Laos Malaysia Myanmar the Philippines Singapore Thailand and Vietnam	0
Mr Qarase must now invite up to eight Labour Party members into cabinet.	UAL bankruptcy attorney James Sprayregen said at a court hearing the company will submit an updated business plan to the Air Transportation Stabilization Board, but gave no timeframe.	0
But the yen's gains were capped by wariness about Japanese intervention, with some traders reporting irregular bids around 118 yen that could be from the Bank of Japan.	Prospects for the whole Canadian aerospace industry are improving with recent developments contributing to the enhancement of aircraft financing in this country, said Paul Tellier, Bombardier chief executive.	0
The Emeryville-based toy company filed suit Friday claiming Fisher-Price is violating its 1998 patent on interactive-learning books for toddlers and preschoolers.	At that time Rambus accused Infineon of patent infringement and Infineon countersued Rambus for breach of contract and fraud	0
He added: Let the process be put in place that will ensure a smooth transition from war to peace.	It said the operation, which began on Monday, was part of the continued effort to eradicate Baath Party loyalists, paramilitary groups and other subversive elements.	0
The computers were reportedly located in the U.S., Canada and South Korea.	The high profile, two-week campaign was designed to show a strong police presence around London and resulted in 42 arrests, which a spokesman said was pretty impressive.	0
Had the creditors turned down the bailout plan, LG Group might have been forced to close down its credit card business.	Last week its American owners AES Corp walked away from the plant after banks and bondholders refused to accept its financial restructuring offer	0
His next play, Will Success Spoil Rock Hunter?, lasted more than a year on Broadway and was also filmed by Fox.	The Los Angeles Master Chorale and the Los Angeles Philharmonic Brass Ensemble also performed	0
The Royals chose Chris Lubanski, a high school outfielder from Pennsylvania who hit .528, with the fifth pick.	Judge Craig Doran said he couldn't determine if Hovan was an evil man but said he has committed an evil act.	0
Many conservatives have staunchly opposed condom programs, saying they send the wrong message and encourage and enable teens to have sex before marriage.	Some conservative groups have staunchly opposed such programs saying they send the wrong message and in effect encourage and enable teens to have sex before marriage	1
If what scientists are observing is truly seasonal change, the planet will continue to brighten for another 20 years.	Because it takes Neptune 165 years to orbit the Sun its seasons will last for decades	0
The Emeryville-based toy company filed suit Friday in federal court in Wilmington, Del., claiming Fisher-Price is violating its 1998 patent on interactive learning books for toddlers and preschoolers.	Milberg Weiss Bershad Hynes  Lerach filed the lawsuit which seeks classaction status on behalf of the Southern Alaska Carpenters Pension Fund in federal court in Manhattan	0
Morrill's wife, Ellie, sobbed and hugged Bondeson's sister-in-law during the service.	At the service Morrills widow Ellie sobbed and hugged Bondesons sisterinlaw as people consoled her	1
A total of 32 U.S. soldiers have been killed in attacks since May 1, when President Bush declared the end of major hostilities in Iraq.	Thirtytwo US soldiers have been killed in Iraq since President Bush declared major combat over on May 1	1
Cambone said U.S forces found the tractor-trailer April 19 at a Kurdish checkpoint near the city of Mosul in northern Iraq.	On Wednesday the Marines shot an attacker near the town of AlKut as he tried to run over two Marines at a checkpoint	0
Swedish telecom equipment maker Ericsson (nasdaq: QCOM - news - people) jumped $2.88, or 15.7 percent, to $21.28.	SARS has also taken a toll on Taiwan's economy, as it has on economies across the region, hammering consumer spending and leaving shops, restaurants and airports empty.	0
The Dow Jones Industrial Average held on to small gains, up 19.96 to 9,092.91, while the S&P 500 index shed 0.39 to 981.25.	The Standard  Poors 500 index declined by 439 or 04 percent to 99888 after losing 611 on Thursday	0
Despite generic competition for acne drug Accutane, flagship drug sales rose 21 percent excluding exchange rate swings and nine percent in francs to 10.31 billion.	Flagship drug sales rose 21 percent excluding exchange rate swings and nine percent in francs to 1031 billion while diagnostics sales fell one percent in francs to 357 billion	1
Leading Democratic candidates are former state and national Democratic Chairman Joe Andrew and State Sen. Vi Simpson, Ellettsville.	State Sen Vi Simpson former state and national Democratic chairman Joe Andrew are seeking the Democratic nomination	1
New research indicates that some 540,000 high-tech jobs were lost in the United States during 2002.	Since December 2002 Evans has been the vice chair of the US Chief Information Officers Council	0
The main change, said Jim Walton, CNN's president, is a fundamental shift in the way CNN collects its news.	The numbers are starting to change very very quickly Dr Julie Gerberding the CDCs director told a news briefing Thursday	0
The 20 master computers are located in the United States, Canada and Korea, Mr. Kuo said.	The computers were located in the United States Canada and South Korea	1
Kelly said Mr Rumsfeld last month made the unsolicited suggestion that this year's honour should go to all men and women who wear the US uniform.	At this point Mr Brando announced Somebody ought to put a bullet through her head the motion continued	0
He said some issues _ such as division break-up _ really can only be resolved if and when the conference is expanded.	Before that the division was known as the NASCAR Grand National Series	0
Earlier in the evening, the mother, whom authorities did not identify, had brought her daughter to the bank after a doctor's appointment.	They did so after her feeding tube was removed this afternoon accompanied by the Rev Thaddeus Malanowski a Catholic priest who visits Mrs Schiavo weekly	0
Officials with Rescue California, one of the groups leading the recall campaign, called the lawsuit laughable.	The director of Rescue California the group leading the recall campaign called the lawsuit laughable	1
However, prosecutors have declined to take criminal action against guards, though Fine said his inquiry is not finished.	Prosecutors have declined to take criminal action against corrections officers although Fine said his inquiry was not finished	1
The rebels suspended peace talks with the government April 21 citing a lack of progress.	The government wanted to revive talks with the Liberation Tigers of Tamil Eelam LTTE to discuss the interim structure	0
I wanted to bring the most beautiful people into the most beautiful building, he said Sunday inside the Grand Central concourse.	I wanted to bring the most beautiful people into the most beautiful building Tunick said Sunday	1
In September, a 27-year-old Singapore researcher contracted SARS while working in a laboratory.	In a case in August a 27yearold laboratory worker in Singapore developed SARS	0
He has no immediate plans for television advertising, believing it is unnecessary this early.	Mr Berg says in an advertisement for it More than my remembrances this book intends to convey hers	0
Air Transport Association spokeswoman Diana Cronan said that travel was down in May through July and that she also expected it to be off over Labor Day.	ATA spokeswoman Diana Cronan said travel was down in May through July and she also expects it to be down some over Labor Day	1
This man gambled with our lives and we, the passengers, lost, said passenger Andres Rivera Jr., whose 15-year-old niece, Jazmine Santiago, was killed.	Some of the passengers were from Benin Guinea and Sierra Leone	0
Companies trading on the biggest stock markets must get shareholder approval before granting stock options and other equity compensation under rules cleared yesterday by the Securities and Exchange Commission.	More than 6000 companies must get shareholders approval before granting their executives options and other stock compensation packages the Securities and Exchange Commission said Monday	1
The volume of plaque in Pravachol patients' arteries rose by 3%.	After 18 months Nissen found that Lipitor stopped plaque buildup in the patients arteries	1
No country seems likely to oppose proposals for a long-term European Council president, replacing the current rotating presidency, as well as an EU foreign minister.	He is temporarily serving as Chechnyas acting president while his boss Akhmad Kadyrov is running in the regions Oct 5 presidential election	0
We're in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America, said Phil Marineau, the chief executive.	Were in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America Levi Strauss Chief Executive Officer Phil Marineau said in a statement	1
The caretaker, identified by church officials as Jorge Monzon, was believed to be among the missing, who are presumed dead.	The caretaker identified by church officials as Jorge Manzon was believed to be among the nine missing  some of them children	1
Beckham will pocket a weekly salary of about $213,000 and earn $10 million a year, plus bonuses.	Britz earned 377 million in salary bonus and other compensation and Kinney earned 376 million	0
He said European governments have blocked all new bio-crops because of unfounded, unscientific fears.	Michel who has stayed in the new government denied that it was US pressure which had provoked the governments move	1
Mr. Bergonzi was the chief financial officer from 1995 until his departure, and was intimately involved in many of the alleged schemes to pump up Rite Aid's earnings.	The seizure of the money was confirmed by a US Treasury official assigned to work with Iraqi financial officers in Baghdad in rebuilding the countrys banking and financial system	0
When Brooks was killed in an automobile accident Monday in Minnesota, Taylor lost a good friend.	Rashidi Ahmad 33 was found dead in his pickup truck after it crashed into a building at Lincolnshire and Williamsborough drives near Franklin Boulevard	0
At best, Davydenko's supporters were naively ignorant to tennis etiquette; at worst, they cheated – yet went unpenalised by umpire Lars Graf.	At best Davydenkos supporters were naively ignorant of tennis etiquette at worst they cheated  yet went without penality from umpire Lars Graf	1
An attempt to keep the fund open for another year fell flat in the Senate last month.	An attempt last month in the Senate to keep the fund open for another year fell flat	1
The benchmark 10-year note US10YT=RR slipped 16/32 in price, sending its yield to 4.48 percent from 4.42 percent late on Thursday.	Treasury prices gained for the third day in a row pushing the 10year note yield down to 435 percent from 436 percent late Monday	1
It was one of the few times in my life when I felt that we were truly being treated as Americans.	Kroc ranked No. 121 on Forbes magazine's latest list of the nation's wealthiest people, with an estimated net worth of $1.7 billion.	0
Such communication will help adult smokers make more informed choices, company vice president Richard Verheij told a House Energy and Commerce subcommittee at a separate hearing.	The court's three-judge tribunal was expected to give its verdict next February.	0
See the complete list of VH1's '100 Greatest Songs of the Past 25 Years.	A primetime special on the list AFIs 100 Years    100 Heroes  Villains aired Tuesday on CBS	0
What she told our investigators was that all the babies were born full-term and then died within hours, Hughes said.	It's a huge black eye, said New York Times Company chairman Arthur Sulzberger.	0
Even after he turned 94, Lacy worked to change baseball.	The case is Illinois v. Telemarketing Associates, 01-1806.	0
The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the 2-week-old fire that already had blackened 70,000 acres.	The losses occurred overnight in Willow Canyon one of three areas in the Santa Catalina Mountains threatened by the resurgent Aspen fire	1
The Standard & Poor's 500 index declined by 4.39, or 0.4 percent, to 998.88, after losing 6.11 on Thursday.	The Standard  Poors 500 index advanced 537 or 05 percent to 102018	1
At the hearing yesterday, High Court Judge Frank Kapanda ordered the men immediately released on bail, evidently unaware they had already left the country.	He was released on 3million bail and immediately returned to Las Vegas where he had been filming a video	0
The Nasdaq Composite index, full of technology stocks, was lately up around 18 points.	The broad Standard  Poors 500stock index was down 477 points to 92962	0
The jury verdict, reached Wednesday after less than four hours of deliberation, followed a 2 week trial, during which Waagner represented himself.	Shinseki's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.	0
No team has overcome a 3-1 deficit in the NBA Finals, and the New Jersey Nets don't want to try their luck at it.	No team has overcome a 31 deficit in the NBA Finals and the New Jersey Nets dont want to try their luck at such a daunting task	1
We are very pleased that the court dismissed the vast majority of the plaintiff's claims, said Coke spokesman Ben Deutsch.	We are very pleased that the court dismissed the vast majority of the plaintiffs claims Coke spokeswoman Sonya Soutus said	1
Against the yen the dollar was down 0.7 percent at 110.73 yen.	The dollar rose 015 percent against the Japanese currency to 11597 yen	1
Founded in 1996, the LendingTree exchange consists of more than 200 banks, lenders, and brokers.	LendingTree matches borrowers via the Internet with more than 200 mortgage brokers banks and other lenders	0
Another brother, Ali Imron, received a life sentence after he cooperated with the authorities and expressed remorse.	Another brother Ali Imron was sentenced to life in prison after cooperating with investigators and showing remorse	1
Fidelity Investments has received a subpoena from New York Attorney General Eliot Spitzer, who is investigating charges of market-timing and late-day trading in the mutual fund industry.	HPs shipments increased 48 per cent year-on-year, compared to an increase of 31 per cent for Dell.	0
November 17's last victim was British defence attache Stephen Saunders, who was shot on an Athens road in June 2000.	A second victim Michael Walker 23 was struck in the torso the bullet perforating his lung	0
Under the adjusted definition, officials Thursday listed 29 cases as suspected and said that 107 other people showing possible SARS symptoms were being monitored.	Singapore reported no suspected SARS cases Wednesday but officials quarantined 70 people who had contact with the Taiwanese patient	0
We condemn the Governing Council headed by the United States, Muqtada al Sadr said in a sermon at a mosque.	Special, sensitive light sensors pick up the telltale glow, he said.	0
